Date,Time,Character Name,Race,Ork Leader,Trolls Killed,Orks Killed,Miles Walked,Wingwraith Seen, Songs Sung, Dinner, Drink, data point, injured name , injured race, money, data
3/10/2015,17:35:33,Peregrin "Pippin" Took,Hobbit,Sharku,5,0,3,7,6,Petty-dwarf roots,Limpë,Point 000594,Gandalf the Grey,Human,20.53,594
3/11/2015,3:26:8,Frodo Baggins,Hobbit,Grishnákh,2,5,2,8,9,Honey-cake,Miruvor,Point 000595,Meriadoc "Merry" Brandybuck,Hobbit,45.26,595
3/11/2015,16:0:41,Samwise "Sam" Gamgee,Hobbit,Gorbag,5,10,2,6,5,Cram,Ent-draught,Point 000596,Meriadoc "Merry" Brandybuck,Hobbit,78.67,596
3/11/2015,19:8:22,Gandalf the Grey,Human,Gothmog,8,9,2,4,2,Petty-dwarf roots,Limpë,Point 000597,Meriadoc "Merry" Brandybuck,Hobbit,38.97,597
3/11/2015,22:23:20,Legolas,Elf,Sharku,10,11,2,8,6,Honey-cake,Ent-draught,Point 000598,Meriadoc "Merry" Brandybuck,Hobbit,41.58,598
3/11/2015,16:18:35,Gimli,Dwarf,Lurtz,14,7,2,7,1,Cram,Ent-draught,Point 000599,Meriadoc "Merry" Brandybuck,Hobbit,21.68,599
3/11/2015,1:9:46,Aragorn (Strider),Human,Mauhúr,4,5,2,0,1,Honey-cake,Miruvor,Point 000600,Meriadoc "Merry" Brandybuck,Hobbit,10.12,600
3/11/2015,20:41:9,Boromir, Human,Mauhúr,3,11,2,7,2,Honey-cake,Ent-draught,Point 000601,Meriadoc "Merry" Brandybuck,Hobbit,79.2,601
3/11/2015,20:57:57,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,13,7,2,7,4,Petty-dwarf roots,Limpë,Point 000602,Meriadoc "Merry" Brandybuck,Hobbit,74.37,602
3/11/2015,19:18:54,Peregrin "Pippin" Took,Hobbit,Mauhúr,6,6,2,1,3,Lembas,Limpë,Point 000603,Meriadoc "Merry" Brandybuck,Hobbit,43.35,603
3/12/2015,1:16:58,Frodo Baggins,Hobbit,Mauhúr,7,7,1,0,5,Petty-dwarf roots,Limpë,Point 000604,Aragorn (Strider),Human,40.9,604
3/12/2015,15:50:51,Samwise "Sam" Gamgee,Hobbit,Mauhúr,0,11,1,5,7,Honey-cake,Limpë,Point 000605,Aragorn (Strider),Human,42.12,605
3/12/2015,14:37:35,Gandalf the Grey,Human,Lugdush,5,3,1,0,4,Cram,Miruvor,Point 000606,Aragorn (Strider),Human,21.66,606
3/12/2015,4:6:46,Legolas,Elf,Shagrat,13,4,1,7,8,Cram,Limpë,Point 000607,Aragorn (Strider),Human,82.82,607
3/12/2015,21:20:25,Gimli,Dwarf,Mauhúr,12,12,1,6,1,Lembas,Limpë,Point 000608,Aragorn (Strider),Human,61.2,608
3/12/2015,7:16:30,Aragorn (Strider),Human,Gothmog,8,2,1,0,7,Cram,Miruvor,Point 000609,Aragorn (Strider),Human,39.53,609
3/12/2015,2:1:44,Boromir, Human,Lurtz,4,14,1,5,4,Petty-dwarf roots,Ent-draught,Point 000610,Aragorn (Strider),Human,75.79,610
3/12/2015,16:42:41,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,4,4,1,1,6,Petty-dwarf roots,Miruvor,Point 000611,Aragorn (Strider),Human,97.72,611
3/12/2015,22:40:37,Peregrin "Pippin" Took,Hobbit,Snaga,3,0,1,4,8,Lembas,Miruvor,Point 000612,Aragorn (Strider),Human,86.73,612
3/13/2015,8:25:20,Frodo Baggins,Hobbit,Lurtz,8,4,1,1,9,Honey-cake,Limpë,Point 000613,Frodo Baggins,Hobbit,99.47,613
3/13/2015,3:51:36,Samwise "Sam" Gamgee,Hobbit,Mauhúr,2,13,1,6,9,Petty-dwarf roots,Limpë,Point 000614,Frodo Baggins,Hobbit,83.5,614
3/13/2015,16:19:6,Gandalf the Grey,Human,Mauhúr,2,6,1,7,8,Cram,Miruvor,Point 000615,Frodo Baggins,Hobbit,78.04,615
3/13/2015,20:10:7,Legolas,Elf,Mauhúr,14,6,1,7,9,Lembas,Ent-draught,Point 000616,Frodo Baggins,Hobbit,88.41,616
3/13/2015,20:40:21,Gimli,Dwarf,Gorbag,11,13,1,5,9,Petty-dwarf roots,Limpë,Point 000617,Frodo Baggins,Hobbit,64.25,617
3/13/2015,19:23:33,Aragorn (Strider),Human,Murgash,11,14,1,0,6,Honey-cake,Ent-draught,Point 000618,Frodo Baggins,Hobbit,96.15,618
3/13/2015,22:5:26,Boromir, Human,Mauhúr,3,8,1,0,5,Petty-dwarf roots,Ent-draught,Point 000619,Frodo Baggins,Hobbit,14.07,619
3/13/2015,17:45:7,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,9,8,1,1,0,Cram,Miruvor,Point 000620,Frodo Baggins,Hobbit,57.56,620
3/13/2015,19:35:21,Peregrin "Pippin" Took,Hobbit,Snaga,7,3,1,8,5,Honey-cake,Limpë,Point 000621,Frodo Baggins,Hobbit,13.26,621
3/14/2015,8:11:27,Frodo Baggins,Hobbit,Snaga,0,9,5,7,3,Cram,Ent-draught,Point 000622,Legolas,Elf,70.37,622
3/14/2015,8:34:55,Samwise "Sam" Gamgee,Hobbit,Gothmog,11,3,5,1,3,Honey-cake,Ent-draught,Point 000623,Legolas,Elf,84.63,623
3/14/2015,0:21:6,Gandalf the Grey,Human,Snaga,2,0,5,4,5,Cram,Miruvor,Point 000624,Legolas,Elf,3.15,624
3/14/2015,16:23:18,Legolas,Elf,Gothmog,13,8,5,3,2,Lembas,Miruvor,Point 000625,Legolas,Elf,59.69,625
3/14/2015,4:30:33,Gimli,Dwarf,Guritz,2,1,5,4,3,Lembas,Miruvor,Point 000626,Legolas,Elf,76.19,626
3/14/2015,22:28:39,Aragorn (Strider),Human,Murgash,8,13,5,3,0,Cram,Ent-draught,Point 000627,Legolas,Elf,83.4,627
3/14/2015,20:55:52,Boromir, Human,Murgash,1,9,5,7,3,Honey-cake,Limpë,Point 000628,Legolas,Elf,25.85,628
3/14/2015,22:18:15,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,2,5,5,1,3,Lembas,Miruvor,Point 000629,Legolas,Elf,19.1,629
3/14/2015,3:44:53,Peregrin "Pippin" Took,Hobbit,Sharku,9,10,5,4,6,Petty-dwarf roots,Miruvor,Point 000630,Legolas,Elf,70.74,630
3/15/2015,8:14:33,Frodo Baggins,Hobbit,Gothmog,5,12,1,6,7,Lembas,Ent-draught,Point 000631,Aragorn (Strider),Human,39.36,631
3/15/2015,20:55:17,Samwise "Sam" Gamgee,Hobbit,Shagrat,8,0,1,1,9,Petty-dwarf roots,Limpë,Point 000632,Aragorn (Strider),Human,42.99,632
3/15/2015,20:46:59,Gandalf the Grey,Human,Grishnákh,10,6,1,0,6,Petty-dwarf roots,Ent-draught,Point 000633,Aragorn (Strider),Human,84.56,633
3/15/2015,12:2:23,Legolas,Elf,Mauhúr,8,8,1,8,8,Lembas,Ent-draught,Point 000634,Aragorn (Strider),Human,92.62,634
3/15/2015,0:22:25,Gimli,Dwarf,Gothmog,1,8,1,3,2,Lembas,Miruvor,Point 000635,Aragorn (Strider),Human,22.69,635
3/15/2015,1:46:33,Aragorn (Strider),Human,Shagrat,4,13,1,8,9,Petty-dwarf roots,Miruvor,Point 000636,Aragorn (Strider),Human,62.96,636
3/15/2015,2:48:10,Boromir, Human,Gorbag,11,14,1,0,1,Honey-cake,Miruvor,Point 000637,Aragorn (Strider),Human,4.59,637
3/15/2015,1:20:1,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,3,11,1,5,2,Cram,Ent-draught,Point 000638,Aragorn (Strider),Human,77.56,638
3/15/2015,0:1:4,Peregrin "Pippin" Took,Hobbit,Murgash,12,11,1,0,2,Petty-dwarf roots,Limpë,Point 000639,Aragorn (Strider),Human,83.13,639
3/16/2015,1:45:1,Frodo Baggins,Hobbit,Lugdush,9,11,5,3,7,Lembas,Miruvor,Point 000640,Gimli,Dwarf,57.81,640
3/16/2015,10:16:11,Samwise "Sam" Gamgee,Hobbit,Lurtz,4,12,5,0,4,Honey-cake,Ent-draught,Point 000641,Gimli,Dwarf,90.52,641
3/16/2015,12:57:27,Gandalf the Grey,Human,Snaga,5,13,5,8,0,Cram,Limpë,Point 000642,Gimli,Dwarf,55.72,642
3/16/2015,13:21:53,Legolas,Elf,Mauhúr,6,10,5,5,8,Honey-cake,Miruvor,Point 000643,Gimli,Dwarf,81.72,643
3/16/2015,10:8:48,Gimli,Dwarf,Guritz,4,9,5,3,2,Cram,Limpë,Point 000644,Gimli,Dwarf,25.79,644
3/16/2015,1:26:44,Aragorn (Strider),Human,Gothmog,2,3,5,0,4,Cram,Limpë,Point 000645,Gimli,Dwarf,48.13,645
3/16/2015,10:25:50,Boromir, Human,Sharku,8,9,5,5,7,Lembas,Limpë,Point 000646,Gimli,Dwarf,39.6,646
3/16/2015,22:12:38,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,7,4,5,2,4,Honey-cake,Limpë,Point 000647,Gimli,Dwarf,20.61,647
3/16/2015,7:26:53,Peregrin "Pippin" Took,Hobbit,Lugdush,14,13,5,1,7,Honey-cake,Limpë,Point 000648,Gimli,Dwarf,26.53,648
3/17/2015,2:42:12,Frodo Baggins,Hobbit,Lugdush,2,9,3,8,2,Honey-cake,Limpë,Point 000649,Legolas,Elf,44.86,649
3/17/2015,4:48:58,Samwise "Sam" Gamgee,Hobbit,Mauhúr,7,6,3,0,8,Petty-dwarf roots,Miruvor,Point 000650,Legolas,Elf,87.53,650
3/17/2015,6:10:20,Gandalf the Grey,Human,Snaga,1,5,3,3,3,Cram,Limpë,Point 000651,Legolas,Elf,8.85,651
3/17/2015,10:32:39,Legolas,Elf,Mauhúr,14,5,3,4,6,Honey-cake,Miruvor,Point 000652,Legolas,Elf,83.67,652
3/17/2015,3:23:53,Gimli,Dwarf,Grishnákh,4,7,3,7,9,Lembas,Miruvor,Point 000653,Legolas,Elf,80.84,653
3/17/2015,0:56:14,Aragorn (Strider),Human,Guritz,0,6,3,3,6,Honey-cake,Ent-draught,Point 000654,Legolas,Elf,61.06,654
3/17/2015,22:26:9,Boromir, Human,Shagrat,11,11,3,7,5,Honey-cake,Miruvor,Point 000655,Legolas,Elf,73.56,655
3/17/2015,2:50:44,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,0,11,3,4,6,Cram,Ent-draught,Point 000656,Legolas,Elf,58.62,656
3/17/2015,14:27:47,Peregrin "Pippin" Took,Hobbit,Lugdush,13,4,3,1,3,Honey-cake,Miruvor,Point 000657,Legolas,Elf,0.59,657
3/18/2015,1:51:41,Frodo Baggins,Hobbit,Gothmog,12,9,1,7,6,Cram,Ent-draught,Point 000658,Samwise "Sam" Gamgee,Hobbit,1.98,658
3/18/2015,10:38:44,Samwise "Sam" Gamgee,Hobbit,Gothmog,7,10,1,5,1,Cram,Miruvor,Point 000659,Samwise "Sam" Gamgee,Hobbit,62.6,659
3/18/2015,22:51:41,Gandalf the Grey,Human,Guritz,10,2,1,8,1,Petty-dwarf roots,Miruvor,Point 000660,Samwise "Sam" Gamgee,Hobbit,3.47,660
3/18/2015,21:15:54,Legolas,Elf,Snaga,5,8,1,4,0,Lembas,Limpë,Point 000661,Samwise "Sam" Gamgee,Hobbit,99.82,661
3/18/2015,0:43:23,Gimli,Dwarf,Snaga,6,6,1,3,1,Lembas,Limpë,Point 000662,Samwise "Sam" Gamgee,Hobbit,80.39,662
3/18/2015,8:16:58,Aragorn (Strider),Human,Gorbag,14,14,1,3,8,Cram,Limpë,Point 000663,Samwise "Sam" Gamgee,Hobbit,57.68,663
3/18/2015,5:37:55,Boromir, Human,Grishnákh,13,3,1,2,6,Lembas,Limpë,Point 000664,Samwise "Sam" Gamgee,Hobbit,17.59,664
3/18/2015,11:41:9,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,0,5,1,5,5,Lembas,Miruvor,Point 000665,Samwise "Sam" Gamgee,Hobbit,32.06,665
3/18/2015,14:10:26,Peregrin "Pippin" Took,Hobbit,Sharku,12,10,1,5,0,Cram,Limpë,Point 000666,Samwise "Sam" Gamgee,Hobbit,84.33,666
3/19/2015,1:22:7,Frodo Baggins,Hobbit,Mauhúr,9,12,2,3,2,Honey-cake,Limpë,Point 000667,Boromir, Human,32.56,667
3/19/2015,17:5:26,Samwise "Sam" Gamgee,Hobbit,Lurtz,1,13,2,3,3,Petty-dwarf roots,Limpë,Point 000668,Boromir, Human,56.27,668
3/19/2015,15:24:39,Gandalf the Grey,Human,Sharku,14,13,2,2,5,Honey-cake,Limpë,Point 000669,Boromir, Human,95.83,669
3/19/2015,1:50:28,Legolas,Elf,Lurtz,7,5,2,1,2,Cram,Ent-draught,Point 000670,Boromir, Human,56.07,670
3/19/2015,8:23:34,Gimli,Dwarf,Sharku,14,14,2,8,5,Honey-cake,Ent-draught,Point 000671,Boromir, Human,32.91,671
3/19/2015,11:31:43,Aragorn (Strider),Human,Sharku,11,6,2,4,2,Lembas,Ent-draught,Point 000672,Boromir, Human,32.37,672
3/19/2015,22:29:26,Boromir, Human,Murgash,2,2,2,5,0,Lembas,Miruvor,Point 000673,Boromir, Human,52.94,673
3/19/2015,12:35:49,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,7,5,2,0,3,Lembas,Limpë,Point 000674,Boromir, Human,72.95,674
3/19/2015,20:59:19,Peregrin "Pippin" Took,Hobbit,Lugdush,0,11,2,3,2,Petty-dwarf roots,Ent-draught,Point 000675,Boromir, Human,34.78,675
3/20/2015,18:36:9,Frodo Baggins,Hobbit,Sharku,13,11,5,7,7,Cram,Ent-draught,Point 000676,Frodo Baggins,Hobbit,76.75,676
3/20/2015,20:58:54,Samwise "Sam" Gamgee,Hobbit,Sharku,11,8,5,2,5,Lembas,Limpë,Point 000677,Frodo Baggins,Hobbit,24.59,677
3/20/2015,15:51:25,Gandalf the Grey,Human,Shagrat,1,14,5,0,1,Honey-cake,Limpë,Point 000678,Frodo Baggins,Hobbit,30.8,678
3/20/2015,8:37:40,Legolas,Elf,Guritz,12,9,5,3,7,Honey-cake,Ent-draught,Point 000679,Frodo Baggins,Hobbit,25.99,679
3/20/2015,8:29:12,Gimli,Dwarf,Snaga,14,14,5,1,8,Cram,Limpë,Point 000680,Frodo Baggins,Hobbit,24.92,680
3/20/2015,18:7:14,Aragorn (Strider),Human,Lugdush,3,14,5,8,3,Cram,Miruvor,Point 000681,Frodo Baggins,Hobbit,72.79,681
3/20/2015,1:2:58,Boromir, Human,Murgash,8,12,5,6,4,Cram,Limpë,Point 000682,Frodo Baggins,Hobbit,21.95,682
3/20/2015,19:1:43,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,11,3,5,1,5,Cram,Ent-draught,Point 000683,Frodo Baggins,Hobbit,66.54,683
3/20/2015,16:16:45,Peregrin "Pippin" Took,Hobbit,Mauhúr,5,6,5,5,0,Cram,Limpë,Point 000684,Frodo Baggins,Hobbit,18.81,684
3/21/2015,22:33:56,Frodo Baggins,Hobbit,Gothmog,14,9,3,2,3,Lembas,Limpë,Point 000685,Frodo Baggins,Hobbit,79.68,685
3/21/2015,20:48:38,Samwise "Sam" Gamgee,Hobbit,Snaga,10,0,3,1,4,Cram,Ent-draught,Point 000686,Frodo Baggins,Hobbit,43.31,686
3/21/2015,18:54:59,Gandalf the Grey,Human,Mauhúr,2,5,3,6,9,Petty-dwarf roots,Ent-draught,Point 000687,Frodo Baggins,Hobbit,23.77,687
3/21/2015,5:49:13,Legolas,Elf,Gorbag,10,7,3,0,2,Cram,Limpë,Point 000688,Frodo Baggins,Hobbit,26.37,688
3/21/2015,4:23:23,Gimli,Dwarf,Grishnákh,13,7,3,0,5,Lembas,Limpë,Point 000689,Frodo Baggins,Hobbit,63.8,689
3/21/2015,3:23:50,Aragorn (Strider),Human,Lugdush,11,11,3,5,4,Cram,Ent-draught,Point 000690,Frodo Baggins,Hobbit,87.5,690
3/21/2015,3:23:37,Boromir, Human,Snaga,1,13,3,0,1,Cram,Ent-draught,Point 000691,Frodo Baggins,Hobbit,46.53,691
3/21/2015,20:43:57,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,10,2,3,1,9,Petty-dwarf roots,Miruvor,Point 000692,Frodo Baggins,Hobbit,52.74,692
3/21/2015,20:56:12,Peregrin "Pippin" Took,Hobbit,Snaga,11,7,3,4,7,Honey-cake,Miruvor,Point 000693,Frodo Baggins,Hobbit,16.48,693
3/22/2015,19:43:16,Frodo Baggins,Hobbit,Snaga,8,7,5,0,0,Cram,Miruvor,Point 000694,Gandalf the Grey,Human,48.42,694
3/22/2015,3:27:52,Samwise "Sam" Gamgee,Hobbit,Lurtz,0,2,5,4,5,Lembas,Limpë,Point 000695,Gandalf the Grey,Human,42.06,695
3/22/2015,0:13:33,Gandalf the Grey,Human,Sharku,7,9,5,1,7,Lembas,Miruvor,Point 000696,Gandalf the Grey,Human,81.2,696
3/22/2015,5:38:25,Legolas,Elf,Grishnákh,4,12,5,6,2,Petty-dwarf roots,Ent-draught,Point 000697,Gandalf the Grey,Human,90.69,697
3/22/2015,20:58:38,Gimli,Dwarf,Shagrat,13,2,5,0,0,Honey-cake,Miruvor,Point 000698,Gandalf the Grey,Human,45.58,698
3/22/2015,1:0:24,Aragorn (Strider),Human,Lugdush,4,9,5,1,7,Cram,Limpë,Point 000699,Gandalf the Grey,Human,70.84,699
3/22/2015,10:24:29,Boromir, Human,Murgash,2,8,5,3,9,Honey-cake,Limpë,Point 000700,Gandalf the Grey,Human,2.45,700
3/22/2015,7:21:9,Meriadoc "Merry" Brandybuck,Hobbit,Gothmog,3,13,5,4,2,Petty-dwarf roots,Limpë,Point 000701,Gandalf the Grey,Human,94.5,701
3/22/2015,6:32:53,Peregrin "Pippin" Took,Hobbit,Guritz,11,6,5,2,7,Petty-dwarf roots,Miruvor,Point 000702,Gandalf the Grey,Human,83.39,702
3/23/2015,20:18:3,Frodo Baggins,Hobbit,Sharku,2,13,2,2,2,Lembas,Ent-draught,Point 000703,Legolas,Elf,28.61,703
3/23/2015,11:9:50,Samwise "Sam" Gamgee,Hobbit,Mauhúr,11,5,2,7,4,Cram,Ent-draught,Point 000704,Legolas,Elf,38.46,704
3/23/2015,1:8:15,Gandalf the Grey,Human,Mauhúr,2,14,2,3,4,Petty-dwarf roots,Miruvor,Point 000705,Legolas,Elf,41.31,705
3/23/2015,20:6:35,Legolas,Elf,Gothmog,4,0,2,4,5,Petty-dwarf roots,Miruvor,Point 000706,Legolas,Elf,83.18,706
3/23/2015,7:12:45,Gimli,Dwarf,Snaga,11,0,2,5,2,Lembas,Limpë,Point 000707,Legolas,Elf,60.97,707
3/23/2015,19:41:25,Aragorn (Strider),Human,Sharku,9,11,2,2,5,Lembas,Limpë,Point 000708,Legolas,Elf,0.75,708
3/23/2015,15:4:15,Boromir, Human,Sharku,13,6,2,1,4,Honey-cake,Limpë,Point 000709,Legolas,Elf,71.27,709
3/23/2015,3:10:29,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,11,14,2,5,5,Lembas,Miruvor,Point 000710,Legolas,Elf,88.2,710
3/23/2015,19:56:27,Peregrin "Pippin" Took,Hobbit,Shagrat,1,7,2,4,3,Cram,Ent-draught,Point 000711,Legolas,Elf,53.53,711
3/24/2015,20:0:38,Frodo Baggins,Hobbit,Lurtz,9,14,4,0,7,Honey-cake,Miruvor,Point 000712,Legolas,Elf,62.67,712
3/24/2015,15:12:28,Samwise "Sam" Gamgee,Hobbit,Mauhúr,7,6,4,6,6,Lembas,Miruvor,Point 000713,Legolas,Elf,80.31,713
3/24/2015,8:47:54,Gandalf the Grey,Human,Shagrat,2,4,4,2,8,Lembas,Miruvor,Point 000714,Legolas,Elf,74.1,714
3/24/2015,15:5:34,Legolas,Elf,Lurtz,6,12,4,3,7,Petty-dwarf roots,Ent-draught,Point 000715,Legolas,Elf,65.04,715
3/24/2015,15:57:33,Gimli,Dwarf,Lugdush,6,5,4,1,6,Cram,Ent-draught,Point 000716,Legolas,Elf,50.84,716
3/24/2015,8:10:45,Aragorn (Strider),Human,Snaga,14,8,4,2,1,Lembas,Miruvor,Point 000717,Legolas,Elf,10.43,717
3/24/2015,7:50:6,Boromir, Human,Gorbag,11,12,4,1,4,Lembas,Limpë,Point 000718,Legolas,Elf,2.14,718
3/24/2015,1:53:33,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,3,1,4,1,6,Honey-cake,Limpë,Point 000719,Legolas,Elf,84.61,719
3/24/2015,0:18:5,Peregrin "Pippin" Took,Hobbit,Gorbag,13,12,4,2,0,Petty-dwarf roots,Miruvor,Point 000720,Legolas,Elf,45.45,720
3/25/2015,12:44:38,Frodo Baggins,Hobbit,Grishnákh,5,13,3,3,5,Lembas,Miruvor,Point 000721,Samwise "Sam" Gamgee,Hobbit,19.66,721
3/25/2015,18:31:41,Samwise "Sam" Gamgee,Hobbit,Lugdush,7,11,3,0,4,Lembas,Miruvor,Point 000722,Samwise "Sam" Gamgee,Hobbit,41.22,722
3/25/2015,16:43:30,Gandalf the Grey,Human,Grishnákh,14,10,3,7,5,Lembas,Ent-draught,Point 000723,Samwise "Sam" Gamgee,Hobbit,61.23,723
3/25/2015,20:54:26,Legolas,Elf,Gothmog,10,4,3,2,9,Petty-dwarf roots,Limpë,Point 000724,Samwise "Sam" Gamgee,Hobbit,65.83,724
3/25/2015,9:45:18,Gimli,Dwarf,Guritz,13,5,3,3,5,Petty-dwarf roots,Ent-draught,Point 000725,Samwise "Sam" Gamgee,Hobbit,2.28,725
3/25/2015,10:28:57,Aragorn (Strider),Human,Snaga,4,10,3,6,3,Lembas,Limpë,Point 000726,Samwise "Sam" Gamgee,Hobbit,70.23,726
3/25/2015,16:21:1,Boromir, Human,Grishnákh,7,5,3,8,0,Honey-cake,Miruvor,Point 000727,Samwise "Sam" Gamgee,Hobbit,87.81,727
3/25/2015,3:45:28,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,10,4,3,8,6,Honey-cake,Miruvor,Point 000728,Samwise "Sam" Gamgee,Hobbit,96.32,728
3/25/2015,19:26:40,Peregrin "Pippin" Took,Hobbit,Lurtz,12,7,3,1,6,Honey-cake,Miruvor,Point 000729,Samwise "Sam" Gamgee,Hobbit,39.97,729
3/26/2015,17:20:10,Frodo Baggins,Hobbit,Lurtz,9,1,5,6,0,Honey-cake,Miruvor,Point 000730,Legolas,Elf,45.03,730
3/26/2015,21:10:27,Samwise "Sam" Gamgee,Hobbit,Shagrat,7,11,5,6,2,Cram,Ent-draught,Point 000731,Legolas,Elf,71.07,731
3/26/2015,5:59:6,Gandalf the Grey,Human,Lurtz,14,11,5,6,5,Lembas,Miruvor,Point 000732,Legolas,Elf,9.59,732
3/26/2015,3:53:46,Legolas,Elf,Sharku,8,2,5,5,5,Lembas,Ent-draught,Point 000733,Legolas,Elf,39.08,733
3/26/2015,5:44:4,Gimli,Dwarf,Gorbag,11,10,5,7,0,Lembas,Miruvor,Point 000734,Legolas,Elf,7.51,734
3/26/2015,18:55:54,Aragorn (Strider),Human,Sharku,9,4,5,7,7,Honey-cake,Ent-draught,Point 000735,Legolas,Elf,22.87,735
3/26/2015,22:56:13,Boromir, Human,Snaga,6,12,5,0,7,Petty-dwarf roots,Limpë,Point 000736,Legolas,Elf,36.2,736
3/26/2015,12:50:48,Meriadoc "Merry" Brandybuck,Hobbit,Gorbag,13,10,5,4,3,Cram,Miruvor,Point 000737,Legolas,Elf,77.23,737
3/26/2015,8:22:29,Peregrin "Pippin" Took,Hobbit,Sharku,2,7,5,0,8,Cram,Miruvor,Point 000738,Legolas,Elf,47.78,738
3/27/2015,8:0:48,Frodo Baggins,Hobbit,Lugdush,4,4,2,2,6,Cram,Limpë,Point 000739,Gandalf the Grey,Human,36.94,739
3/27/2015,17:17:38,Samwise "Sam" Gamgee,Hobbit,Lugdush,6,8,2,6,6,Petty-dwarf roots,Ent-draught,Point 000740,Gandalf the Grey,Human,82.79,740
3/27/2015,11:14:59,Gandalf the Grey,Human,Grishnákh,8,2,2,7,0,Cram,Limpë,Point 000741,Gandalf the Grey,Human,14.68,741
3/27/2015,17:41:40,Legolas,Elf,Grishnákh,1,13,2,7,2,Cram,Ent-draught,Point 000742,Gandalf the Grey,Human,29.91,742
3/27/2015,21:43:26,Gimli,Dwarf,Guritz,10,13,2,2,2,Petty-dwarf roots,Ent-draught,Point 000743,Gandalf the Grey,Human,36.63,743
3/27/2015,11:33:29,Aragorn (Strider),Human,Mauhúr,9,7,2,0,5,Lembas,Ent-draught,Point 000744,Gandalf the Grey,Human,75.56,744
3/27/2015,6:23:50,Boromir, Human,Gorbag,3,6,2,6,1,Petty-dwarf roots,Ent-draught,Point 000745,Gandalf the Grey,Human,97.59,745
3/27/2015,10:27:25,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,1,13,2,0,8,Cram,Miruvor,Point 000746,Gandalf the Grey,Human,31.14,746
3/27/2015,1:28:11,Peregrin "Pippin" Took,Hobbit,Sharku,2,2,2,1,7,Lembas,Miruvor,Point 000747,Gandalf the Grey,Human,61.2,747
3/28/2015,18:20:2,Frodo Baggins,Hobbit,Gothmog,14,9,3,6,3,Honey-cake,Miruvor,Point 000748,Legolas,Elf,69.32,748
3/28/2015,2:38:0,Samwise "Sam" Gamgee,Hobbit,Guritz,13,6,3,4,5,Petty-dwarf roots,Ent-draught,Point 000749,Legolas,Elf,77.31,749
3/28/2015,21:49:18,Gandalf the Grey,Human,Mauhúr,0,3,3,5,7,Cram,Ent-draught,Point 000750,Legolas,Elf,30.97,750
3/28/2015,12:57:29,Legolas,Elf,Lugdush,8,14,3,7,9,Petty-dwarf roots,Ent-draught,Point 000751,Legolas,Elf,23.94,751
3/28/2015,19:55:15,Gimli,Dwarf,Mauhúr,5,2,3,4,9,Lembas,Ent-draught,Point 000752,Legolas,Elf,52.96,752
3/28/2015,21:26:31,Aragorn (Strider),Human,Grishnákh,8,0,3,2,7,Cram,Miruvor,Point 000753,Legolas,Elf,60.94,753
3/28/2015,21:34:34,Boromir, Human,Murgash,2,1,3,3,1,Honey-cake,Miruvor,Point 000754,Legolas,Elf,50.86,754
3/28/2015,16:13:25,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,5,14,3,1,6,Cram,Miruvor,Point 000755,Legolas,Elf,5.09,755
3/28/2015,6:18:27,Peregrin "Pippin" Took,Hobbit,Shagrat,5,12,3,6,4,Lembas,Miruvor,Point 000756,Legolas,Elf,74.21,756
4/1/2015,15:39:7,Frodo Baggins,Hobbit,Gorbag,7,8,5,4,4,Honey-cake,Miruvor,Point 000757,Frodo Baggins,Hobbit,5.04,757
4/1/2015,13:42:51,Samwise "Sam" Gamgee,Hobbit,Snaga,14,11,5,8,7,Petty-dwarf roots,Ent-draught,Point 000758,Frodo Baggins,Hobbit,18.94,758
4/1/2015,14:34:36,Gandalf the Grey,Human,Shagrat,5,13,5,2,1,Honey-cake,Ent-draught,Point 000759,Frodo Baggins,Hobbit,43.73,759
4/1/2015,15:25:1,Legolas,Elf,Lurtz,5,1,5,7,6,Honey-cake,Ent-draught,Point 000760,Frodo Baggins,Hobbit,84.78,760
4/1/2015,0:22:59,Gimli,Dwarf,Mauhúr,1,13,5,3,0,Petty-dwarf roots,Limpë,Point 000761,Frodo Baggins,Hobbit,81.55,761
4/1/2015,15:30:13,Aragorn (Strider),Human,Guritz,8,12,5,7,8,Cram,Ent-draught,Point 000762,Frodo Baggins,Hobbit,80.39,762
4/1/2015,20:13:51,Boromir, Human,Lurtz,4,5,5,7,2,Cram,Miruvor,Point 000763,Frodo Baggins,Hobbit,85.49,763
